Pokemon,Description
DrowzeeSurīpu(スリープ)(0096),"Drowzee's design is based on the dream-eatingtapirBaku. It puts people to sleep with its hypnotism and eats their dreams through their noses. It can get sick from eating nightmares. If one sleeps by it frequently, it might show them dreams it ate in the past. If someone has forgotten their dreams, Drowzee may have eaten them. It remembers every dream it has eaten, and rarely eats the dreams of adults because children's are tastier."
HypnoSurīpā(スリーパー)(0097),"Hypno's design is based on the dream-eatingtapirBakuand ahypnotist. Hypno holds a pendulum in its hand.[60]Allegedly, there once was an incident in which it took away a child it hypnotized.[61]When hungry, it puts humans it meets to sleep, then feasts on their dreams and carries away anyone having good dreams. Hypno sometimes aid doctors in putting patients to sleep, but other members of the species enjoy feasting on good dreams and kidnap those who have them.[62]Since its inception, Hypno has been regarded for its dark backstory, primarily its child-abducting tendencies.[61]Its humanoid design has been cited as creepy, and a reason why its design was considered unappealing.[63]Hypno's child abducting tendencies resulted in a popularcreepypasta, dubbed ""Hypno's Lullaby"" being created, which centered around a song focusing on Hypno as achild thief.[63][64]Hypno's Lullaby was adapted into several playable adaptations, notablyROM hacks.[65][66][67]"
KrabbyKurabu(クラブ)(0098),"Krabby and Kingler live near the edge of water, usually in beaches. It can shroud its body in foam to look bigger than it is. If damaged or lost in battle, its pincers grow back quickly, though it has trouble balancing without them."
KinglerKingurā(キングラー)(0099),"Its left claw has grown twice as big as its right, and is now strong enough to break Cloyster shells open. However, swinging it can cause balancing issues and tire it out. Kingler are said to communicate with each other by waving their pincers around. It gained aGigantamax formin generation VIII."
VoltorbBiriridama(ビリリダマ)(0100),"It is believed that Voltorb was created when a Poké Ball was hit with an energy pulse. When agitated or tapped, it will explode. Sometimes, humans will mistake a stray Voltorb for a Poké Ball, touch it, and get shocked or exploded. It has an Electric/Grass-typeHisuian form."
ElectrodeMarumain(マルマイン)(0101),"Electrode resembles an upside-down Poké Ball, though its actual relation to them has yet to be confirmed. Unlike Voltorb, it can control its explosions, but will still explode at any time and for any reason. Groups of Electrode live in power plants and eat their electricity, causing blackouts. Like Voltorb, it has an Electric/Grass-typeHisuian form."
ExeggcuteTamatama(タマタマ)(0102),"Though it may look like eggs, Exeggcute are actually clusters of seeds. When cracks increasingly appear on the seeds, Exeggcute is close to evolution. When disturbed, they quickly gather and attack in swarms. If one is separated from the group, the six will quickly regroup with telepathy. Although they are the same size as others, Alolan Exeggcute are heavier than others, as their shells are packed full. They are often hunted by Pidgeotto and Crabrawler, but uses psychokinesis to drive it off."
ExeggutorNasshī(ナッシー)(0103),"It is acoconut tree-esque Pokémon based on thejinmenju, and the favorite Pokémon ofTsunekazu Ishihara, president and CEO ofThe Pokémon Company, having used it throughout the debugging phase ofPokémon RedandGreen.[68]Its three heads think independently of each other, and become unable to act if they disagree on what to do. They communicate via telepathy. Sometimes, one of the heads grows so big that it falls off and becomes an Exeggcute. Its cries are noisy due to each head thinking about something else. Exeggutor are friendly, and only engage their enemies with psychic power when they need to. It has a Grass/Dragon-typeAlolan form."
CuboneKarakara(カラカラ)(0104),"Cubone wears the skull of its deceased mother. Since it never removes said skull, no one has ever seen Cubone's real face. The stains on the skull it wears are made by the tears it sheds. When it thinks of its deceased mother, it weeps loudly, andMandibuzzthat hear its cries will attack it from the air. Its name is a combination of ""cub"" and ""bone"".[10]"
MarowakGaragara(ガラガラ)(0105),"The bone it holds is its key weapon. It throws the bone like a boomerang to knock out targets. Originally a Cubone, it overcame its mother's death and became rough and aggressive. Some say that a Marowak graveyard exists somewhere in the world. It carries out vengeance on its natural enemy, Mandibuzz, as it throws bones to try to take it down. They thump their bones rhythmically to communicate among themselves, with nearly 50 different rhythmic patterns. It has a Ghost/Fire-typeAlolan form."
HitmonleeSawamurā(サワムラー)(0106),"Hitmonlee's design is based onheadless men. It may also be based onKabandha. Its English name is derived from actor and martial artistBruce Lee,[10]while its Japanese name is derived from kickboxerTadashi Sawamura. When in a hurry, its legs strengthen progressively. Its balance lets it attack from any stance. Some call it the ""Kick Master"". After a battle, it rubs down its springy legs to overcome fatigue. Its legs can stretch to double its length. Hitmonlee and Hitmonchan did not have a distinct evolutionary line until Tyrogue and Hitmontop were conceived. Hitmonlee evolves from Tyrogue if it has higher Attack than Defense."
HitmonchanEbiwarā(エビワラー)(0107),"Its English name is derived from actor and martial artistJackie Chan,[10]while its Japanese name is derived from boxerHiroyuki Ebihara. It can punch fast enough to slice air and hard enough to break rocks, though it needs to rest for a couple minutes after doing so. It winds it arms to punch harder, and punches in a corkscrew fashion. A Hitmonchan is said to possess the spirit of a boxer who had been working towards a world championship. It evolves from Tyrogue if it has higher Defense than Attack."
LickitungBeroringa(ベロリンガ)(0108),"Instead of its hands, it uses its long, prehensile tongue. It paralyzes bug Pokémon by licking them, and eats them whole. If not immediately washed, its licks can cause itchy rashes. Its tongue can stretch up to 6 inches, and when it does, its tail quivers and contracts. It has nerves that run through its tongue, so it can use it freely. It licks filthy things to clean them, but its saliva is still smelly and grimy, so they do not end up much cleaner. Whenever Lickitung comes across something new, it licks it to memorize the taste and texture of that thing. When its saliva is boiled, it becomes a strong adhesive."
KoffingDogāsu(ドガース)(0109),"Koffing is based onair pollutionand meteorites. It mixes its toxins with the rotting trash it eats to make poisonous gases. Sometimes, it can over-inflate itself and explode."
WeezingMatadogasu(マタドガス)(0110),"Said to form when two Koffing fuse. Weezing will nest in unkept, unsanitary places, usually houses, and raid their trash. Its two heads have different toxins, and it makes its poisonous gas stronger and smellier by pushing it between said heads. It has a Poison/Fairy-typeGalarian form. Despite this, Kantonian Weezing were once a common sight in Galar, and produced stronger gases than other regions' Weezing."
RhyhornSaihōn(サイホーン)(0111),"Because it is not good at turning, Rhyhorn runs in a straight line, destroying anything in its way. Though it can knock a block of steel down without much care, its head may be sore the next day. Its massive bones are 1,000 times harder than those of humans, and it can easily send a trailer flying. As a Pokémon with a one-track mind, when it starts running, it will not stop until it falls asleep. Rhyhorn's brain is so small and dense that it usually forgets why it may be running."
